city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Birchwood Village,Birchwood Village,MN,Minnesota,27163,Washington,27163,Washington,45.0598,-92.9777,888,1005,polygon,FALSE,TRUE,America/Chicago,3,55110,1840110699
Regal,Regal,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.4054,-94.8397,35,26,polygon,FALSE,TRUE,America/Chicago,3,56312,1840042893
St. Peter,St. Peter,MN,Minnesota,27103,Nicollet,27103,Nicollet,44.3296,-93.9659,12372,753,polygon,FALSE,TRUE,America/Chicago,3,56082,1840042969
Aurora,Aurora,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5312,-92.2399,1646,167,polygon,FALSE,TRUE,America/Chicago,3,55705,1840043755
Glencoe,Glencoe,MN,Minnesota,27085,McLeod,27085,McLeod,44.7699,-94.1513,5407,677,polygon,FALSE,TRUE,America/Chicago,3,55336,1840043900
Fairfax,Fairfax,MN,Minnesota,27129,Renville,27129,Renville,44.5283,-94.7231,1142,336,polygon,FALSE,TRUE,America/Chicago,3,55332,1840042354
Aitkin,Aitkin,MN,Minnesota,27001,Aitkin,27001,Aitkin,46.5303,-93.7051,2016,339,polygon,FALSE,TRUE,America/Chicago,3,56431,1840042021
Sanborn,Sanborn,MN,Minnesota,27127,Redwood,27127,Redwood,44.2098,-95.1297,314,58,polygon,FALSE,TRUE,America/Chicago,3,56083,1840042976
Columbia Heights,Columbia Heights,MN,Minnesota,27003,Anoka,27003,Anoka,45.0484,-93.2472,20254,2307,polygon,FALSE,TRUE,America/Chicago,2,55421,1840042231
Wolf Lake,Wolf Lake,MN,Minnesota,27005,Becker,27005,Becker,46.8066,-95.3526,56,69,polygon,FALSE,TRUE,America/Chicago,3,56544 56593 56464,1840043170
Currie,Currie,MN,Minnesota,27101,Murray,27101,Murray,44.0704,-95.6668,220,154,polygon,FALSE,TRUE,America/Chicago,3,56123,1840042257
New Auburn,New Auburn,MN,Minnesota,27143,Sibley,27143,Sibley,44.6728,-94.232,440,249,polygon,FALSE,TRUE,America/Chicago,3,55366,1840042755
New London,New London,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.2974,-94.9477,3558,428,polygon,FALSE,TRUE,America/Chicago,3,56288 56273,1840042759
Hanska,Hanska,MN,Minnesota,27015,Brown,27015,Brown,44.1488,-94.4945,378,600,polygon,FALSE,TRUE,America/Chicago,3,56041,1840042472
Remer,Remer,MN,Minnesota,27021,Cass,27021,Cass,47.0568,-93.9126,397,115,polygon,FALSE,TRUE,America/Chicago,3,56672,1840043694
Ostrander,Ostrander,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.6137,-92.4263,251,204,polygon,FALSE,TRUE,America/Chicago,3,55961,1840042814
Mentor,Mentor,MN,Minnesota,27119,Polk,27119,Polk,47.6966,-96.144,146,29,polygon,FALSE,TRUE,America/Chicago,3,56736,1840042710
Fort Ripley,Fort Ripley,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.169,-94.363,69,20,polygon,FALSE,TRUE,America/Chicago,3,56449,1840042380
Riverland,Riverland,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.3219,-95.9512,365,860,polygon,FALSE,TRUE,America/Chicago,3,56557,1840115221
Midway,Midway,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.317,-95.7838,20,4,polygon,FALSE,TRUE,America/Chicago,3,56557,1840117622
Brownsville,Brownsville,MN,Minnesota,27055,Houston,27055,Houston,43.6992,-91.2823,495,103,polygon,FALSE,TRUE,America/Chicago,3,55919,1840042154
Clara City,Clara City,MN,Minnesota,27023,Chippewa,27023,Chippewa,44.9583,-95.3672,1296,284,polygon,FALSE,TRUE,America/Chicago,3,56222,1840042207
Donnelly,Donnelly,MN,Minnesota,27149,Stevens,27149,Stevens,45.6895,-96.0143,228,31,polygon,FALSE,TRUE,America/Chicago,3,56235,1840042292
Manhattan Beach,Manhattan Beach,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.737,-94.1396,60,15,polygon,FALSE,TRUE,America/Chicago,3,56442,1840042673
Chickamaw Beach,Chickamaw Beach,MN,Minnesota,27021,Cass,27021,Cass,46.7452,-94.3844,112,19,polygon,FALSE,TRUE,America/Chicago,3,56474,1840042202
Delavan,Delavan,MN,Minnesota,27043,Faribault,27043,Faribault,43.7677,-94.0174,169,64,polygon,FALSE,TRUE,America/Chicago,3,56023,1840042280
Maplewood,Maplewood,MN,Minnesota,27123,Ramsey,27123,Ramsey,44.984,-93.0247,40918,931,polygon,FALSE,TRUE,America/Chicago,3,55117 55119 55109,1840042684
Holt,Holt,MN,Minnesota,27089,Marshall,27089,Marshall,48.2929,-96.1945,87,33,polygon,FALSE,TRUE,America/Chicago,3,56738,1840042521
Martin Lake,Martin Lake,MN,Minnesota,27003,Anoka,27003,Anoka,45.3824,-93.0886,925,259,polygon,FALSE,FALSE,America/Chicago,3,55079,1840117502
Rockford,Rockford,MN,Minnesota,27171,Wright,27171|27053,Wright|Hennepin,45.092,-93.7453,4802,683,polygon,FALSE,TRUE,America/Chicago,3,55313 55373,1840042914
Vernon Center,Vernon Center,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,43.9626,-94.1666,318,249,polygon,FALSE,TRUE,America/Chicago,3,56090,1840043088
Kinbrae,Kinbrae,MN,Minnesota,27105,Nobles,27105,Nobles,43.8266,-95.4823,12,5,polygon,FALSE,TRUE,America/Chicago,3,56131,1840042577
Clearbrook,Clearbrook,MN,Minnesota,27029,Clearwater,27029,Clearwater,47.6962,-95.4287,529,396,polygon,FALSE,TRUE,America/Chicago,3,56634,1840042213
Lismore,Lismore,MN,Minnesota,27105,Nobles,27105,Nobles,43.7491,-95.9482,227,250,polygon,FALSE,TRUE,America/Chicago,3,56155,1840042636
Pierz,Pierz,MN,Minnesota,27097,Morrison,27097,Morrison,45.9772,-94.1008,1363,381,polygon,FALSE,TRUE,America/Chicago,3,56364,1840042847
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,27123,Ramsey,44.9477,-93.104,306621,2277,polygon,FALSE,TRUE,America/Chicago,2,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55165 55170 55175,1840043899
Danvers,Danvers,MN,Minnesota,27151,Swift,27151,Swift,45.2814,-95.7559,91,50,polygon,FALSE,TRUE,America/Chicago,3,56231,1840042265
Climax,Climax,MN,Minnesota,27119,Polk,27119,Polk,47.6095,-96.8122,266,109,polygon,FALSE,TRUE,America/Chicago,3,56523,1840043623
Minnetonka Beach,Minnetonka Beach,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9394,-93.5891,563,469,polygon,FALSE,TRUE,America/Chicago,3,55391 55361,1840042727
Amboy,Amboy,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,43.8879,-94.1583,511,626,polygon,FALSE,TRUE,America/Chicago,3,56010,1840042037
Stewartville,Stewartville,MN,Minnesota,27109,Olmsted,27109,Olmsted,43.8606,-92.4896,6079,730,polygon,FALSE,TRUE,America/Chicago,3,55976,1840043035
Loretto,Loretto,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0548,-93.6353,670,1002,polygon,FALSE,TRUE,America/Chicago,3,55357,1840042652
West Concord,West Concord,MN,Minnesota,27039,Dodge,27039,Dodge,44.1529,-92.8995,775,276,polygon,FALSE,TRUE,America/Chicago,3,55985,1840043137
Blooming Prairie,Blooming Prairie,MN,Minnesota,27147,Steele,27147|27039,Steele|Dodge,43.8683,-93.0552,1981,536,polygon,FALSE,TRUE,America/Chicago,3,55917,1840042122
Elizabeth,Elizabeth,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.3798,-96.1309,173,178,polygon,FALSE,TRUE,America/Chicago,3,56537 56533,1840042331
Adrian,Adrian,MN,Minnesota,27105,Nobles,27105,Nobles,43.6332,-95.9331,1221,410,polygon,FALSE,TRUE,America/Chicago,3,56110,1840042019
Arco,Arco,MN,Minnesota,27081,Lincoln,27081,Lincoln,44.3814,-96.1812,70,41,polygon,FALSE,TRUE,America/Chicago,3,56113,1840042046
Wabasha,Wabasha,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.3707,-92.042,2481,116,polygon,FALSE,TRUE,America/Chicago,3,55981,1840043096
Willmar,Willmar,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.122,-95.0569,20262,542,polygon,FALSE,TRUE,America/Chicago,3,56201,1840043156
Eveleth,Eveleth,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.4637,-92.5443,3622,221,polygon,FALSE,TRUE,America/Chicago,3,55734,1840043793
Baker,Baker,MN,Minnesota,27027,Clay,27027,Clay,46.7105,-96.5579,57,21,polygon,FALSE,FALSE,America/Chicago,3,56580,1840115214
Minnetrista,Minnetrista,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9354,-93.7089,7739,115,polygon,FALSE,TRUE,America/Chicago,3,55331 55364 55375 55359,1840108035
Northfield,Northfield,MN,Minnesota,27131,Rice,27131|27037,Rice|Dakota,44.4551,-93.1697,22037,930,polygon,FALSE,TRUE,America/Chicago,3,55057,1840042786
Anoka,Anoka,MN,Minnesota,27003,Anoka,27003,Anoka,45.2099,-93.3893,17522,1015,polygon,FALSE,TRUE,America/Chicago,3,55303,1840042042
Renville,Renville,MN,Minnesota,27129,Renville,27129,Renville,44.7908,-95.2048,1191,347,polygon,FALSE,TRUE,America/Chicago,3,56284,1840042895
West Roy Lake,West Roy Lake,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.3116,-95.5954,48,11,polygon,FALSE,TRUE,America/Chicago,3,56557,1840117625
Mabel,Mabel,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.5198,-91.768,753,604,polygon,FALSE,TRUE,America/Chicago,3,55954,1840042660
Wilton,Wilton,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.5065,-94.997,294,43,polygon,FALSE,TRUE,America/Chicago,3,56601 56687,1840043160
Maple Plain,Maple Plain,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0088,-93.6618,1824,661,polygon,FALSE,TRUE,America/Chicago,3,55359,1840042681
Pine City,Pine City,MN,Minnesota,27115,Pine,27115,Pine,45.8367,-92.9683,2999,309,polygon,FALSE,TRUE,America/Chicago,3,55063,1840042852
Rockville,Rockville,MN,Minnesota,27145,Stearns,27145,Stearns,45.465,-94.3222,2539,34,polygon,FALSE,TRUE,America/Chicago,3,56320 56369 56301,1840042915
Newport,Newport,MN,Minnesota,27163,Washington,27163,Washington,44.8744,-92.9975,3577,381,polygon,FALSE,TRUE,America/Chicago,3,55055,1840042769
Grasston,Grasston,MN,Minnesota,27065,Kanabec,27065,Kanabec,45.7957,-93.1524,152,62,polygon,FALSE,TRUE,America/Chicago,3,55030,1840042442
Carlos,Carlos,MN,Minnesota,27041,Douglas,27041,Douglas,45.9741,-95.2925,492,407,polygon,FALSE,TRUE,America/Chicago,3,56319,1840042181
Forest Lake,Forest Lake,MN,Minnesota,27163,Washington,27163,Washington,45.2536,-92.9583,23602,251,polygon,FALSE,TRUE,America/Chicago,3,55025,1840042378
Fairmont,Fairmont,MN,Minnesota,27091,Martin,27091,Martin,43.6441,-94.4621,9093,260,polygon,FALSE,TRUE,America/Chicago,3,56031,1840042355
Milan,Milan,MN,Minnesota,27023,Chippewa,27023,Chippewa,45.1126,-95.9117,359,195,polygon,FALSE,TRUE,America/Chicago,3,56262,1840042717
Truman,Truman,MN,Minnesota,27091,Martin,27091,Martin,43.8279,-94.4366,1054,370,polygon,FALSE,TRUE,America/Chicago,3,56088,1840043072
Urbank,Urbank,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.1245,-95.511,54,29,polygon,FALSE,TRUE,America/Chicago,3,56588 56361,1840043080
Le Roy,Le Roy,MN,Minnesota,27099,Mower,27099,Mower,43.5133,-92.5078,931,519,polygon,FALSE,TRUE,America/Chicago,3,55951,1840042616
Independence,Independence,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0219,-93.7077,3790,45,polygon,FALSE,TRUE,America/Chicago,3,55359 55572 55577 55592 55593 55599,1840042533
Lilydale,Lilydale,MN,Minnesota,27037,Dakota,27037,Dakota,44.9096,-93.1301,853,592,polygon,FALSE,TRUE,America/Chicago,3,55118,1840042632
Freeborn,Freeborn,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.7659,-93.5645,277,583,polygon,FALSE,TRUE,America/Chicago,3,56032,1840042391
Wykoff,Wykoff,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.7086,-92.2674,435,180,polygon,FALSE,TRUE,America/Chicago,3,55990,1840043180
Shevlin,Shevlin,MN,Minnesota,27029,Clearwater,27029,Clearwater,47.5302,-95.2595,177,84,polygon,FALSE,TRUE,America/Chicago,3,56676,1840043741
South End,South End,MN,Minnesota,27029,Clearwater,27029,Clearwater,47.3231,-95.4788,39,8,polygon,FALSE,FALSE,America/Chicago,3,56621,1840117624
Zemple,Zemple,MN,Minnesota,27061,Itasca,27061,Itasca,47.3207,-93.7859,91,53,polygon,FALSE,TRUE,America/Chicago,3,56636,1840043730
Buffalo Lake,Buffalo Lake,MN,Minnesota,27129,Renville,27129,Renville,44.737,-94.6173,688,378,polygon,FALSE,TRUE,America/Chicago,3,55314,1840042161
Lewiston,Lewiston,MN,Minnesota,27169,Winona,27169,Winona,43.9837,-91.868,1564,523,polygon,FALSE,TRUE,America/Chicago,3,55952,1840042627
St. Anthony,St. Anthony,MN,Minnesota,27053,Hennepin,27053|27123,Hennepin|Ramsey,45.0277,-93.2174,9077,1564,polygon,FALSE,TRUE,America/Chicago,3,55421 55418,1840042949
Rush City,Rush City,MN,Minnesota,27025,Chisago,27025,Chisago,45.6875,-92.9654,2955,285,polygon,FALSE,TRUE,America/Chicago,3,55069,1840042936
Sunfish Lake,Sunfish Lake,MN,Minnesota,27037,Dakota,27037,Dakota,44.8722,-93.0943,547,140,polygon,FALSE,TRUE,America/Chicago,3,55118,1840043044
Foxhome,Foxhome,MN,Minnesota,27167,Wilkin,27167,Wilkin,46.2769,-96.3122,113,117,polygon,FALSE,TRUE,America/Chicago,3,56543,1840042387
Inger,Inger,MN,Minnesota,27061,Itasca,27061,Itasca,47.558,-93.9794,261,53,polygon,FALSE,FALSE,America/Chicago,3,56636,1840117621
Hayfield,Hayfield,MN,Minnesota,27039,Dodge,27039,Dodge,43.8903,-92.8471,1333,408,polygon,FALSE,TRUE,America/Chicago,3,55940,1840042487
Floodwood,Floodwood,MN,Minnesota,27137,St. Louis,27137,St. Louis,46.9173,-92.9187,521,132,polygon,FALSE,TRUE,America/Chicago,3,55736,1840043795
Geneva,Geneva,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.8227,-93.2683,539,447,polygon,FALSE,TRUE,America/Chicago,3,56035,1840042408
Ogema,Ogema,MN,Minnesota,27005,Becker,27005,Becker,47.1016,-95.9225,187,58,polygon,FALSE,TRUE,America/Chicago,3,56569,1840042797
Leota,Leota,MN,Minnesota,27105,Nobles,27105,Nobles,43.8292,-96.0231,181,51,polygon,FALSE,FALSE,America/Chicago,3,56128 56153,1840110427
Sacred Heart,Sacred Heart,MN,Minnesota,27129,Renville,27129,Renville,44.7817,-95.3507,507,197,polygon,FALSE,TRUE,America/Chicago,3,56285,1840042946
Cohasset,Cohasset,MN,Minnesota,27061,Itasca,27061,Itasca,47.2389,-93.6396,2719,39,polygon,FALSE,TRUE,America/Chicago,3,55721,1840043624
Princeton,Princeton,MN,Minnesota,27095,Mille Lacs,27095|27141,Mille Lacs|Sherburne,45.5689,-93.59,4919,378,polygon,FALSE,TRUE,America/Chicago,3,55371,1840042873
Tenstrike,Tenstrike,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.6603,-94.6843,201,23,polygon,FALSE,TRUE,America/Chicago,3,56683,1840043714
Milroy,Milroy,MN,Minnesota,27127,Redwood,27127,Redwood,44.4178,-95.5536,239,360,polygon,FALSE,TRUE,America/Chicago,3,56263,1840042720
Mahtowa,Mahtowa,MN,Minnesota,27017,Carlton,27017,Carlton,46.5616,-92.6279,419,15,polygon,FALSE,FALSE,America/Chicago,3,55707 55718,1840117501
Long Lake,Long Lake,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.984,-93.5688,1840,829,polygon,FALSE,TRUE,America/Chicago,3,55356,1840042648
Comfrey,Comfrey,MN,Minnesota,27015,Brown,27015|27033,Brown|Cottonwood,44.111,-94.9029,361,325,polygon,FALSE,TRUE,America/Chicago,3,56019,1840042232
Slayton,Slayton,MN,Minnesota,27101,Murray,27101,Murray,43.9902,-95.7577,2021,399,polygon,FALSE,TRUE,America/Chicago,3,56172,1840043006
Grygla,Grygla,MN,Minnesota,27089,Marshall,27089,Marshall,48.2996,-95.6239,211,140,polygon,FALSE,TRUE,America/Chicago,3,56727,1840042457
Morristown,Morristown,MN,Minnesota,27131,Rice,27131,Rice,44.224,-93.4445,992,353,polygon,FALSE,TRUE,America/Chicago,3,55052,1840042741
New Brighton,New Brighton,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.0658,-93.2061,22787,1360,polygon,FALSE,TRUE,America/Chicago,3,55112,1840042756
Hammond,Hammond,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.2221,-92.3738,133,488,polygon,FALSE,TRUE,America/Chicago,3,55991,1840042467
Wells,Wells,MN,Minnesota,27043,Faribault,27043,Faribault,43.7432,-93.7278,2195,433,polygon,FALSE,TRUE,America/Chicago,3,56097,1840043133
Victoria,Victoria,MN,Minnesota,27019,Carver,27019,Carver,44.8634,-93.6586,9305,412,polygon,FALSE,TRUE,America/Chicago,3,55386 55331 55318,1840043091
Lake Elmo,Lake Elmo,MN,Minnesota,27163,Washington,27163,Washington,44.9944,-92.9031,8983,156,polygon,FALSE,TRUE,America/Chicago,3,55042,1840042594
Fosston,Fosston,MN,Minnesota,27119,Polk,27119,Polk,47.5855,-95.7579,1481,280,polygon,FALSE,TRUE,America/Chicago,3,56542,1840042381
Rogers,Rogers,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1865,-93.5783,12984,197,polygon,FALSE,TRUE,America/Chicago,3,55374,1840042916
St. Stephen,St. Stephen,MN,Minnesota,27145,Stearns,27145,Stearns,45.701,-94.2742,860,89,polygon,FALSE,TRUE,America/Chicago,3,56375,1840042971
Lyle,Lyle,MN,Minnesota,27099,Mower,27099,Mower,43.5057,-92.9412,551,279,polygon,FALSE,TRUE,America/Chicago,3,55953,1840042658
Belview,Belview,MN,Minnesota,27127,Redwood,27127,Redwood,44.6067,-95.3289,359,147,polygon,FALSE,TRUE,America/Chicago,3,56214,1840042097
Braham,Braham,MN,Minnesota,27059,Isanti,27059,Isanti,45.7223,-93.1717,1789,429,polygon,FALSE,TRUE,America/Chicago,3,55006,1840042137
Sebeka,Sebeka,MN,Minnesota,27159,Wadena,27159,Wadena,46.629,-95.0878,675,105,polygon,FALSE,TRUE,America/Chicago,3,56477,1840042989
Dover,Dover,MN,Minnesota,27109,Olmsted,27109,Olmsted,43.9698,-92.134,755,287,polygon,FALSE,TRUE,America/Chicago,3,55929,1840042297
Roseau,Roseau,MN,Minnesota,27135,Roseau,27135,Roseau,48.8445,-95.7624,2826,394,polygon,FALSE,TRUE,America/Chicago,3,56751,1840042923
Chatfield,Chatfield,MN,Minnesota,27045,Fillmore,27045|27109,Fillmore|Olmsted,43.8445,-92.1829,2607,415,polygon,FALSE,TRUE,America/Chicago,3,55923,1840042199
Waterville,Waterville,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.2236,-93.5747,1867,423,polygon,FALSE,TRUE,America/Chicago,3,56096,1840043119
Kiester,Kiester,MN,Minnesota,27043,Faribault,27043,Faribault,43.5365,-93.7111,469,419,polygon,FALSE,TRUE,America/Chicago,3,56051,1840042573
Rice,Rice,MN,Minnesota,27009,Benton,27009,Benton,45.7525,-94.2317,1345,91,polygon,FALSE,TRUE,America/Chicago,3,56367,1840042897
Bingham Lake,Bingham Lake,MN,Minnesota,27033,Cottonwood,27033,Cottonwood,43.9096,-95.0461,125,63,polygon,FALSE,TRUE,America/Chicago,3,56118,1840042114
St. Paul Park,St. Paul Park,MN,Minnesota,27163,Washington,27163,Washington,44.836,-92.9949,5392,701,polygon,FALSE,TRUE,America/Chicago,3,55071,1840042968
Fulda,Fulda,MN,Minnesota,27101,Murray,27101,Murray,43.8691,-95.6023,1233,470,polygon,FALSE,TRUE,America/Chicago,3,56131,1840042400
Plato,Plato,MN,Minnesota,27085,McLeod,27085,McLeod,44.7722,-94.0396,305,339,polygon,FALSE,TRUE,America/Chicago,3,55370,1840042860
Watson,Watson,MN,Minnesota,27023,Chippewa,27023,Chippewa,45.0099,-95.8,192,429,polygon,FALSE,TRUE,America/Chicago,3,56295,1840043121
Silver Lake,Silver Lake,MN,Minnesota,27085,McLeod,27085,McLeod,44.9042,-94.1984,824,785,polygon,FALSE,TRUE,America/Chicago,3,55381,1840043002
Falcon Heights,Falcon Heights,MN,Minnesota,27123,Ramsey,27123,Ramsey,44.9899,-93.177,5592,966,polygon,FALSE,TRUE,America/Chicago,3,55113 55108,1840042357
Lexington,Lexington,MN,Minnesota,27003,Anoka,27003,Anoka,45.1381,-93.1714,2037,1141,polygon,FALSE,TRUE,America/Chicago,3,55014,1840042629
Pequot Lakes,Pequot Lakes,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.5875,-94.2983,2300,54,polygon,FALSE,TRUE,America/Chicago,3,56472,1840042839
Kilkenny,Kilkenny,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.3153,-93.5742,136,412,polygon,FALSE,TRUE,America/Chicago,3,56052,1840042574
Lake Wilson,Lake Wilson,MN,Minnesota,27101,Murray,27101,Murray,43.9953,-95.9533,232,212,polygon,FALSE,TRUE,America/Chicago,3,56151,1840042601
Bowlus,Bowlus,MN,Minnesota,27097,Morrison,27097,Morrison,45.8191,-94.4072,279,84,polygon,FALSE,TRUE,America/Chicago,3,56314,1840042134
Ebro,Ebro,MN,Minnesota,27029,Clearwater,27029,Clearwater,47.4942,-95.5411,87,38,polygon,FALSE,FALSE,America/Chicago,3,56621,1840115217
New Munich,New Munich,MN,Minnesota,27145,Stearns,27145,Stearns,45.6309,-94.7525,321,233,polygon,FALSE,TRUE,America/Chicago,3,56356 56352,1840042760
Ham Lake,Ham Lake,MN,Minnesota,27003,Anoka,27003,Anoka,45.2545,-93.2039,16528,185,polygon,FALSE,TRUE,America/Chicago,3,55304,1840043745
Lancaster,Lancaster,MN,Minnesota,27069,Kittson,27069,Kittson,48.8577,-96.8019,331,54,polygon,FALSE,TRUE,America/Chicago,3,56735,1840042609
Doran,Doran,MN,Minnesota,27167,Wilkin,27167,Wilkin,46.1852,-96.4857,51,94,polygon,FALSE,TRUE,America/Chicago,3,56522,1840042293
Burnsville,Burnsville,MN,Minnesota,27037,Dakota,27037,Dakota,44.7648,-93.2795,61439,955,polygon,FALSE,TRUE,America/Chicago,3,55306 55337,1840042164
Meadowlands,Meadowlands,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.0732,-92.7312,130,132,polygon,FALSE,TRUE,America/Chicago,3,55765,1840043842
McIntosh,McIntosh,MN,Minnesota,27119,Polk,27119,Polk,47.6369,-95.8864,614,237,polygon,FALSE,TRUE,America/Chicago,3,56556,1840042701
Caledonia,Caledonia,MN,Minnesota,27055,Houston,27055,Houston,43.6344,-91.5009,2638,376,polygon,FALSE,TRUE,America/Chicago,3,55921,1840042170
Lanesboro,Lanesboro,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.7181,-91.9719,732,216,polygon,FALSE,TRUE,America/Chicago,3,55949,1840042611
Fairhaven,Fairhaven,MN,Minnesota,27145,Stearns,27145,Stearns,45.3232,-94.204,503,101,polygon,FALSE,FALSE,America/Chicago,3,55382,1840117493
Courtland,Courtland,MN,Minnesota,27103,Nicollet,27103,Nicollet,44.2701,-94.3464,693,102,polygon,FALSE,TRUE,America/Chicago,3,56021,1840042247
Perley,Perley,MN,Minnesota,27107,Norman,27107,Norman,47.1761,-96.8015,86,134,polygon,FALSE,TRUE,America/Chicago,3,56574,1840042841
Cyrus,Cyrus,MN,Minnesota,27121,Pope,27121,Pope,45.6148,-95.7382,275,395,polygon,FALSE,TRUE,America/Chicago,3,56323,1840042260
Westport,Westport,MN,Minnesota,27121,Pope,27121,Pope,45.7146,-95.168,60,87,polygon,FALSE,TRUE,America/Chicago,3,56385,1840043144
Dilworth,Dilworth,MN,Minnesota,27027,Clay,27027,Clay,46.8795,-96.6986,4415,530,polygon,FALSE,TRUE,America/Chicago,3,56529,1840042289
Darfur,Darfur,MN,Minnesota,27165,Watonwan,27165,Watonwan,44.0535,-94.8378,102,171,polygon,FALSE,TRUE,America/Chicago,3,56120 56022,1840042266
Lauderdale,Lauderdale,MN,Minnesota,27123,Ramsey,27123,Ramsey,44.9942,-93.2026,2528,2327,polygon,FALSE,TRUE,America/Chicago,2,55113 55108,1840042613
Stillwater,Stillwater,MN,Minnesota,27163,Washington,27163,Washington,45.0573,-92.8313,19368,929,polygon,FALSE,TRUE,America/Chicago,3,55082 55083,1840043036
Halma,Halma,MN,Minnesota,27069,Kittson,27069,Kittson,48.66,-96.5972,58,23,polygon,FALSE,TRUE,America/Chicago,3,56729,1840042464
Bemidji,Bemidji,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.483,-94.8788,16733,413,polygon,FALSE,TRUE,America/Chicago,3,56601 56619,1840043605
South St. Paul,South St. Paul,MN,Minnesota,27037,Dakota,27037,Dakota,44.8877,-93.0411,20242,1389,polygon,FALSE,TRUE,America/Chicago,3,55075,1840043015
Hewitt,Hewitt,MN,Minnesota,27153,Todd,27153,Todd,46.324,-95.0903,256,48,polygon,FALSE,TRUE,America/Chicago,3,56453,1840042502
Hatfield,Hatfield,MN,Minnesota,27117,Pipestone,27117,Pipestone,43.9546,-96.1905,56,7,polygon,FALSE,TRUE,America/Chicago,3,56128 56164,1840042481
Cuyuna,Cuyuna,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.5115,-93.9264,353,42,polygon,FALSE,TRUE,America/Chicago,3,56444 56441,1840042259
Lake Crystal,Lake Crystal,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.1054,-94.2189,2501,559,polygon,FALSE,TRUE,America/Chicago,3,56055,1840042593
Moorhead,Moorhead,MN,Minnesota,27027,Clay,27027,Clay,46.8674,-96.746,43122,745,polygon,FALSE,TRUE,America/Chicago,3,56560 56562 56563,1840042735
Harmony,Harmony,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.554,-92.0075,999,345,polygon,FALSE,TRUE,America/Chicago,3,55939,1840042475
Browns Valley,Browns Valley,MN,Minnesota,27155,Traverse,27155,Traverse,45.5947,-96.8327,539,266,polygon,FALSE,TRUE,America/Chicago,3,56219,1840043740
Cloquet,Cloquet,MN,Minnesota,27017,Carlton,27017,Carlton,46.7221,-92.4923,12738,130,polygon,FALSE,TRUE,America/Chicago,3,55720,1840042222
Glenville,Glenville,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.5738,-93.2817,629,216,polygon,FALSE,TRUE,America/Chicago,3,56036,1840042420
Waubun,Waubun,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.184,-95.9401,410,307,polygon,FALSE,TRUE,America/Chicago,3,56589,1840043122
Lucan,Lucan,MN,Minnesota,27127,Redwood,27127,Redwood,44.41,-95.4134,178,173,polygon,FALSE,TRUE,America/Chicago,3,56255,1840042655
Sleepy Eye,Sleepy Eye,MN,Minnesota,27015,Brown,27015,Brown,44.299,-94.7244,3291,767,polygon,FALSE,TRUE,America/Chicago,3,56085,1840043007
